	EWsiteHyd_index	Sample	MG_name	Index	Location	Pl_Sp	EWcoastGroup	SALTgroup	LU	Depth	EW.no	iTag_name.x	Site_indx	Salinity.x	Bulk_dens	H2O_FPS	CO2_mg_m2_h	CH4_ug_m2_h	CH4_CO2	pH	Cl	SO4	C	N	P	NO3_N	NH4_N	Olsen_P	CN	CP	NP	NP_ext	NO3_NH4	Fe	Mn	Cu	Zn	Cl_pw	SO4_pw	DOC_mg_L	Na_pw	K_pw	Ca_pw	Mn_pw	Mg_pw	Fe_pw	Cu_pw	Zn_pw
98	99	RushOxbow_ThreeSqA_D1	RushOxbow_ThreeSqA_D1	48.0	RushRanch	ThreeSq	SF_Rest	Meso	Ref	d1	48.0	s048_RushOxbow_ThreeSqA_D1	98	10.88056066	0.33833321375502157	83.64348895610256	7.306342427000001	4.060652814	0.055577094210561284	6.6	301.43	615.9	9.06	0.7979999999999999	0.135	0.14	16.66	21.0	13.62005880574386	178.03290193865502	13.07137542339941	275.48003775889833	0.008403361344537816	NA	NA	NA	NA	5999.156	722.472	22.81	2972442.74	87374.56	206356.25	7846.38	386650.14	89.69	38.76	56.26
99	100	RushOxbow_ThreeSqA_D2	RushOxbow_ThreeSqA_D2	133.0	RushRanch	ThreeSq	SF_Rest	Meso	Ref	d2	133.0	s133_RushOxbow_ThreeSqA_D2	99	10.88056066	0.4440623430534658	73.07057602625814	7.306342427000001	4.060652814	0.055577094210561284	6.37	238.47	527.8	6.73	0.505	0.095	0.19	28.57	11.2	17.45807597161348	205.21840944046903	11.75492704775432	670.1621520067034	0.006650332516625832	40150.0	529.0	51.0	135.0	5999.156	722.472	22.81	2972442.74	87374.56	206356.25	7846.38	386650.14	89.69	38.76	56.26
100	101	RushOxbow_ThreeSqB_D1	RushOxbow_ThreeSqB_D1	49.0	RushRanch	ThreeSq	SF_Rest	Meso	Ref	d1	49.0	s049_RushOxbow_ThreeSqB_D1	100	10.64716148	0.3152416782242155	82.28149218632052	4.517782461	3.472929527	0.07687243812601094	6.61	257.65	512.3	11.45	0.893	0.139	0.19	27.01	16.8	15.213895474501118	216.13706620250386	14.206556536736771	433.18032658901797	0.007034431691965938	NA	NA	NA	NA	3822.2305	593.163	12.45	1923049.91	59576.53	138386.95	105.51	247285.63	14.45	23.87	47.44
101	102	RushOxbow_ThreeSqB_D2	RushOxbow_ThreeSqB_D2	134.0	RushRanch	ThreeSq	SF_Rest	Meso	Ref	d2	134.0	s134_RushOxbow_ThreeSqB_D2	101	10.64716148	0.43359956463330734	70.44570354541133	4.517782461	3.472929527	0.07687243812601094	6.29	213.05	443.2	6.71	0.5660000000000001	0.11	NA	28.58	7.8	15.947422165723822	181.45393994898618	11.378261518591355	NA	NA	44260.0	754.0	51.0	141.0	3822.2305	593.163	12.45	1923049.91	59576.53	138386.95	105.51	247285.63	14.45	23.87	47.44
102	103	RushOxbow_ThreeSqC_D1	RushOxbow_ThreeSqC_D1	50.0	RushRanch	ThreeSq	SF_Rest	Meso	Ref	d1	50.0	s050_RushOxbow_ThreeSqC_D1	102	11.39901378	0.35039294256562536	80.60194091361085	1.4401653769999998	-0.025984287000000002	-0.0018042571648353135	6.86	268.03	507.0	8.73	0.7809999999999999	0.14	NA	42.25	13.3	13.991185629988559	172.59558499946473	12.336022804924065	NA	NA	NA	NA	NA	NA	4101.8545	571.8495	22.46	1900576.33	59206.06	130227.8	87.02	240175.85	54.17	21.41	29.8
103	104	RushOxbow_ThreeSqC_D2	RushOxbow_ThreeSqC_D2	135.0	RushRanch	ThreeSq	SF_Rest	Meso	Ref	d2	135.0	s135_RushOxbow_ThreeSqC_D2	103	11.39901378	0.4093699725024138	74.704237919932	1.4401653769999998	-0.025984287000000002	-0.0018042571648353135	6.57	231.25	451.3	6.52	0.56	0.121	NA	31.34	17.7	15.68096952793273	160.48251912331057	10.234221732109154	NA	NA	48560.0	1912.0	48.0	139.0	4101.8545	571.8495	22.46	1900576.33	59206.06	130227.8	87.02	240175.85	54.17	21.41	29.8
104	105	Joice_CattailNLA_D1	Joice_CattailNLA_D1	51.0	Joice	CattailNL	SF_Ref	Meso	Ref	d1	51.0	s051_Joice_CattailNLA_D1	104	15.22993672	0.12472733221925845	70.12814904248373	22.39568711	10.45521409	0.04668405143654465	6.93	355.59	637.5	19.19	1.368	0.14	NA	158.57	22.9	16.70844123880595	361.032386978603	21.607783863170457	NA	NA	NA	NA	NA	NA	3860.8835	420.184	36.95	1848404.28	38374.1	142634.91	2960.88	234300.34	224.91	20.22	19.89
105	106	Joice_CattailNLA_D2	Joice_CattailNLA_D2	136.0	Joice	CattailNL	SF_Ref	Meso	Ref	d2	136.0	s136_Joice_CattailNLA_D2	105	15.22993672	0.14868158807593718	67.73272345681585	22.39568711	10.45521409	0.04668405143654465	6.53	339.57	788.5	23.73	1.262	0.07	0.74	53.72	7.8	23.443749595095145	934.6318018007302	39.866993034095195	1722.2421646319697	0.013775130305286671	21930.0	384.0	31.0	59.0	3860.8835	420.184	36.95	1848404.28	38374.1	142634.91	2960.88	234300.34	224.91	20.22	19.89
106	107	Joice_CattailNLB_D1	Joice_CattailNLB_D1	52.0	Joice	CattailNL	SF_Ref	Meso	Ref	d1	52.0	s052_Joice_CattailNLB_D1	106	13.63677096	0.1156412351701734	65.53003326309825	16.45414224	18.55246027	0.11275252151946877	7.11	296.92	485.9	18.42	1.361	0.133	1.87	122.86	26.7	16.460203544742324	372.47218871423	22.628650229128187	2076.0313237581	0.01522057626566824	NA	NA	NA	NA	6565.8375	339.7945	89.31	3843580.62	77963.13	194368.71	1479.19	427702.91	144.68	41.82	21.18
107	108	Joice_CattailNLB_D2	Joice_CattailNLB_D2	137.0	Joice	CattailNL	SF_Ref	Meso	Ref	d2	137.0	s137_Joice_CattailNLB_D2	107	13.63677096	0.1349147743652023	63.602679343595355	16.45414224	18.55246027	0.11275252151946877	6.57	261.58	580.0	23.89	1.35	0.078	0.38	65.2	17.9	23.314981637202933	892.3318795377743	38.272896518773585	1861.1930847762933	0.005828220858895706	21250.0	369.0	31.0	61.0	6565.8375	339.7945	89.31	3843580.62	77963.13	194368.71	1479.19	427702.91	144.68	41.82	21.18
108	109	Joice_CattailNLC_D1	Joice_CattailNLC_D1	53.0	Joice	CattailNL	SF_Ref	Meso	Ref	d1	53.0	s053_Joice_CattailNLC_D1	108	14.36576782	0.13401534253610095	76.54164865652477	11.47645856	35.03068455	0.30523949846423704	6.7	357.85	656.1	19.53	1.42	0.109	1.02	37.87	14.6	16.080157742726445	463.2381479057042	28.80805992809624	789.8162517692662	0.026934248745709006	NA	NA	NA	NA	4497.852	527.93	38.1	2596609.45	53123.81	140893.57	4742.74	267456.08	205.69	45.61	34.38
109	110	Joice_CattailNLC_D2	Joice_CattailNLC_D2	138.0	Joice	CattailNL	SF_Ref	Meso	Ref	d2	138.0	s138_Joice_CattailNLC_D2	109	14.36576782	0.1654954565546482	73.39363725467005	11.47645856	35.03068455	0.30523949846423704	6.45	267.07	681.7	24.01	1.2690000000000001	0.08	0.86	42.23	16.3	24.76641290007406	868.7341811672633	35.07710965945599	1192.3427839651604	0.020364669666114138	21970.0	436.0	34.0	70.0	4497.852	527.93	38.1	2596609.45	53123.81	140893.57	4742.74	267456.08	205.69	45.61	34.38
110	111	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1	54.0	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	54.0	s054_Joice_ThreeSqA_D1	110	13.82762154	0.1385125016816077	76.0919327419741	3.7723802930000003	58.03669104	1.538463424477443	6.53	360.56	624.7	23.95	1.56	0.127	1.05	42.21	17.6	18.337448684859396	498.0947386155867	27.16270661069915	754.0452608341499	0.024875621890547265	NA	NA	NA	NA	4253.4355	489.3505	31.4	2103762.43	59025.3	121421.57	25392.28	215005.48	281.19	27.56	27.76
111	112	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2	139.0	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	139.0	s139_Joice_ThreeSqA_D2	111	13.82762154	0.15650113826363476	74.29306908377139	3.7723802930000003	58.03669104	1.538463424477443	6.29	230.38	680.8	21.24	0.992	0.08800000000000001	2.63	55.41	13.6	35.50268772442465	884.9982213274194	24.92764007606586	1460.021839729486	0.047464356614329545	16730.0	579.0	27.0	53.0	4253.4355	489.3505	31.4	2103762.43	59025.3	121421.57	25392.28	215005.48	281.19	27.56	27.76
112	113	Joice_ThreeSqB_D1	Joice_ThreeSqB_D1	55.0	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	55.0	s055_Joice_ThreeSqB_D1	112	12.46367242	0.1313170470487969	76.81147820525518	6.545249008	0.53288824	0.00814160377013421	6.78	325.35	569.9	21.02	1.49	0.12300000000000001	2.21	100.24	20.7	16.905711151802127	452.8629244330908	26.787570210249115	1843.832526245588	0.02204708699122107	NA	NA	NA	NA	5187.495	646.0055	29.84	3243472.76	79409.83	149080.46	10788.92	292968.26	54.58	36.0	32.11
113	114	Joice_ThreeSqB_D2	NA	140.0	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	140.0	s140_Joice_ThreeSqB_D2	113	12.46367242	0.14930568363082383	75.01261454705248	6.545249008	0.53288824	0.00814160377013421	6.48	274.0	922.5	26.98	1.443	0.109	1.52	89.43	13.9	23.881253341747886	699.1157952305189	29.274669349466816	1847.1017767656147	0.016996533601699653	15340.0	463.0	30.0	56.0	5187.495	646.0055	29.84	3243472.76	79409.83	149080.46	10788.92	292968.26	54.58	36.0	32.11
114	115	Joice_ThreeSqC_D1	Joice_ThreeSqC_D1	56.0	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	56.0	s056_Joice_ThreeSqC_D1	114	12.24863626	0.13854921318483626	79.75941191451388	6.343291229	1.802217626	0.028411396559576124	6.62	384.48	645.9	21.4	1.5619999999999998	0.12300000000000001	4.8	66.9	20.5	16.56693752024793	465.2327913504762	28.082003133160477	1290.4128075335157	0.0717488789237668	NA	NA	NA	NA	3076.63	586.422	18.97	1662642.8	39992.85	86173.05	6256.95	142378.24	221.55	20.24	31.13
115	116	Joice_ThreeSqC_D2	Joice_ThreeSqC_D2	141.0	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	141.0	s141_Joice_ThreeSqC_D2	115	12.24863626	0.153527506502116	78.2615825827859	6.343291229	1.802217626	0.028411396559576124	6.31	299.13	657.3	26.7	1.3359999999999999	0.081	2.16	77.81	15.4	25.78516973213676	940.4670821294472	36.47317787314456	2185.529624958244	0.02775992802981622	18180.0	342.0	29.0	59.0	3076.63	586.422	18.97	1662642.8	39992.85	86173.05	6256.95	142378.24	221.55	20.24	31.13
116	117	Goodyear_PhragA_D1	NA	57.0	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	57.0	s057_Goodyear_PhragA_D1	116	16.0	0.29295779576443925	99.19448172374872	3.2335984680000003	0.20547923899999998	0.006354506938119936	5.73	499.83	1449.2	13.48	0.956	0.21	NA	5.58	30.9	18.10264231288683	182.23539533205673	10.066784294927366	NA	NA	NA	NA	NA	NA	4987.896	1042.029	6.8020000000000005	2763381.87	74826.34	119521.87	56.6	243561.72	10.26	37.61	51.43
117	118	Goodyear_PhragA_D2	Goodyear_PhragA_D2	142.0	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	142.0	s142_Goodyear_PhragA_D2	117	16.0	0.5794910784638689	70.54115345380575	3.2335984680000003	0.20547923899999998	0.006354506938119936	6.21	345.35	889.1	4.89	0.358	0.098	0.14	4.29	17.8	18.33966210675596	148.14958736804186	8.078097977250442	100.06732056712168	0.03263403263403264	40260.0	326.0	63.0	119.0	4987.896	1042.029	6.8020000000000005	2763381.87	74826.34	119521.87	56.6	243561.72	10.26	37.61	51.43
118	119	Goodyear_PhragB_D1	NA	58.0	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	58.0	s058_Goodyear_PhragB_D1	118	18.6	0.40988393354761465	87.50186794543117	1.8528400680000001	3.2992176730000002	0.17806273352892538	5.79	532.33	1609.1	8.97	0.652	0.131	0.17	4.64	18.6	16.687835486182657	183.6658762546546	11.005973567196772	81.28088082458225	0.03663793103448276	NA	NA	NA	NA	8277.032	1243.086	10.64	5192199.52	134150.92	189506.01	730.0	461627.57	118.49	61.24	67.43
119	120	Goodyear_PhragB_D2	NA	143.0	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	143.0	s143_Goodyear_PhragB_D2	119	18.6	0.678428579665017	60.64740333369094	1.8528400680000001	3.2992176730000002	0.17806273352892538	6.55	313.58	743.7	3.98	0.27899999999999997	0.062	NA	4.58	13.4	18.93476678635982	188.41897615357968	9.950953094881129	NA	NA	36970.0	227.0	48.0	86.0	8277.032	1243.086	10.64	5192199.52	134150.92	189506.01	730.0	461627.57	118.49	61.24	67.43
120	121	Goodyear_PhragC_D1	NA	59.0	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	59.0	s059_Goodyear_PhragC_D1	120	18.9	0.34450074629743066	90.36903634758696	4.849115011	1.945438045	0.04011944531294599	5.83	489.0	1387.9	12.11	0.892	0.177	0.13	5.06	9.5	16.407591434309285	182.8473146320205	11.144067998284957	64.90956700826342	0.025691699604743087	NA	NA	NA	NA	6204.648	1006.52	11.97	3341494.39	97398.66	139987.4	403.15	317386.59	80.58	44.5	48.81
121	122	Goodyear_PhragC_D2	Goodyear_PhragC_D2	144.0	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	144.0	s144_Goodyear_PhragC_D2	121	18.9	0.6078690704595971	64.03220393137029	4.849115011	1.945438045	0.04011944531294599	6.08	348.24	752.6	4.92	0.369	0.129	0.33	9.17	67.1	17.28729017370933	109.34923348687477	6.325412044808161	163.02286287642448	0.03598691384950927	41570.0	318.0	68.0	124.0	6204.648	1006.52	11.97	3341494.39	97398.66	139987.4	403.15	317386.59	80.58	44.5	48.81
122	123	White_CordA_D1	NA	60.0	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	60.0	s060_White_CordA_D1	122	19.97586006	0.4378213875045993	79.20139706543875	1.9197422640000001	2.412674682	0.12567701025516412	7.19	544.97	1287.6	2.47	0.28600000000000003	0.062	0.44	18.31	10.5	11.498707769626094	117.29393217507608	10.200618584716858	669.4593371517007	0.024030584380120155	NA	NA	NA	NA	6120.566	1243.236	4.329	4152958.51	84890.92	117818.46	551.86	258346.62	7.92	56.11	111.64
123	124	White_CordA_D2	White_CordA_D2	145.0	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	145.0	s145_White_CordA_D2	123	19.97586006	0.46241809466777917	76.74172634912078	1.9197422640000001	2.412674682	0.12567701025516412	6.64	550.44	1593.3	2.49	0.257	0.085	NA	14.41	8.7	16.063349193200658	107.39955041212222	6.68599985721425	NA	NA	51170.0	521.0	50.0	121.0	6120.566	1243.236	4.329	4152958.51	84890.92	117818.46	551.86	258346.62	7.92	56.11	111.64
124	125	White_CordB_D1	NA	61.0	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	61.0	s061_White_CordB_D1	124	21.84992309	0.45380924716066623	77.60261109983206	0.765682913	0.196761199	0.02569747811519989	7.15	517.89	1163.3	2.57	0.293	0.06	0.18	26.93	11.1	11.502604410121213	124.21233313906698	10.798626877037671	1000.2139049522858	0.00668399554400297	NA	NA	NA	NA	8939.202	1432.118	5.707000000000001	5843914.03	143230.16	179104.4	788.54	446978.29	53.69	76.79	74.62
125	126	White_CordB_D2	White_CordB_D2	146.0	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	146.0	s146_White_CordB_D2	125	21.84992309	0.48455513111464094	74.5280227044346	0.765682913	0.196761199	0.02569747811519989	6.97	469.56	1289.1	2.44	0.261	0.1	0.47	19.75	8.1	14.78949851524991	85.35837149279827	5.771552795031056	447.6058684943242	0.02379746835443038	53090.0	578.0	48.0	113.0	8939.202	1432.118	5.707000000000001	5843914.03	143230.16	179104.4	788.54	446978.29	53.69	76.79	74.62
126	127	White_CordC_D1	NA	62.0	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	62.0	s062_White_CordC_D1	126	22.45830664	0.5167511194461462	74.97957419414672	0.60201823	0.166058825	0.027583687125222106	7.04	483.58	1334.8	2.7	0.301	0.057999999999999996	0.23	21.5	9.1	11.894271336546153	136.49869803255064	11.476003377621534	829.3662405250578	0.010697674418604652	NA	NA	NA	NA	7886.9580000000005	1243.684	6.284	5085561.01	130431.28	168095.28	58.29	422158.39	10.42	64.61	66.47
127	128	White_CordC_D2	NA	147.0	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	147.0	s147_White_CordC_D2	127	22.45830664	0.4888870884956187	77.76597728919945	0.60201823	0.166058825	0.027583687125222106	6.82	486.89	1422.5	3.02	0.275	0.091	0.7	20.89	7.4	15.69043528280894	104.85242008012803	6.682569233436658	525.2013945931274	0.03350885591191958	52780.0	510.0	50.0	116.0	7886.9580000000005	1243.684	6.284	5085561.01	130431.28	168095.28	58.29	422158.39	10.42	64.61	66.47
128	129	White_ThreeSqA_D1	White_ThreeSqA_D1	63.0	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	63.0	s063_White_ThreeSqA_D1	128	21.5	0.38299275743264566	81.01310974977147	0.7105235459999999	-0.089985596	-0.012664688806808383	6.63	579.27	1080.1	4.41	0.363	0.078	0.28	21.0	18.6	15.93459439040384	163.98540653973177	10.291156619492453	603.9370058560464	0.013333333333333334	NA	NA	NA	NA	10575.312	1563.594	8.599	6596228.75	195228.97	247188.98	854.15	635628.29	22.54	91.7	153.19
129	130	White_ThreeSqA_D2	White_ThreeSqA_D2	148.0	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	148.0	s148_White_ThreeSqA_D2	129	21.5	0.46651142727777095	72.66124276525893	0.7105235459999999	-0.089985596	-0.012664688806808383	6.34	524.44	1138.1	3.64	0.275	0.057	0.4	13.63	13.2	20.100719794733614	214.4478088068394	10.668663162153262	544.875694984588	0.029347028613352897	47670.0	297.0	58.0	127.0	10575.312	1563.594	8.599	6596228.75	195228.97	247188.98	854.15	635628.29	22.54	91.7	153.19
130	131	White_ThreeSqB_D1	White_ThreeSqB_D1	64.0	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	64.0	s064_White_ThreeSqB_D1	130	20.38545416	0.4711554324361922	79.5391428951421	1.1079057429999999	4.311355646	0.3891446247336584	6.66	499.83	984.3	4.44	0.34299999999999997	0.078	NA	11.22	21.0	16.251735229101218	158.03432323788667	9.72415074514025	NA	NA	NA	NA	NA	NA	9013.912	1299.4460000000001	6.359	5663846.11	169865.76	208062.21	9.44	525304.96	13.2	73.49	77.14
131	132	White_ThreeSqB_D2	White_ThreeSqB_D2	149.0	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	149.0	s149_White_ThreeSqB_D2	131	20.38545416	0.5104183851392081	75.61284762484051	1.1079057429999999	4.311355646	0.3891446247336584	6.35	489.78	1076.3	3.7	0.281	0.057999999999999996	0.43	11.9	8.3	18.011478801608607	192.96558614373606	10.713478236251333	470.5975952910245	0.0361344537815126	47480.0	305.0	60.0	133.0	9013.912	1299.4460000000001	6.359	5663846.11	169865.76	208062.21	9.44	525304.96	13.2	73.49	77.14
132	133	White_ThreeSqC_D1	White_ThreeSqC_D1	65.0	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	65.0	s065_White_ThreeSqC_D1	132	21.03522434	0.45975651068370366	80.67903507039097	1.000972947	0.030212925	0.003018355799779672	6.58	570.24	1007.1	4.26	0.348	0.087	0.16	11.09	17.7	16.018233286154363	141.6859449718984	8.84529163989434	286.2515786441755	0.01442741208295762	NA	NA	NA	NA	11794.1475	1629.8629999999998	11.07	6990584.43	207439.61	249845.61	5.86	660953.38	15.79	103.62	91.22
133	134	White_ThreeSqC_D2	White_ThreeSqC_D2	150.0	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	150.0	s150_White_ThreeSqC_D2	133	21.03522434	0.5154845725847585	75.10622888028547	1.000972947	0.030212925	0.003018355799779672	6.31	475.34	933.9	4.53	0.297	0.079	NA	20.49	13.7	21.08549486203304	175.29330181510832	8.31345448433107	NA	NA	37810.0	342.0	54.0	123.0	11794.1475	1629.8629999999998	11.07	6990584.43	207439.61	249845.61	5.86	660953.38	15.79	103.62	91.22
134	135	Tolay_CordA_D1	NA	66.0	Tolay	Cord	SF_Rest	Poly	Restored	d1	66.0	s066_Tolay_CordA_D1	134	25.34747986	0.538245704586507	76.50126600297327	1.850363592	0.04584996400000001	0.0024778894374182007	7.06	568.44	1087.0	1.58	0.188	0.081	0.61	24.92	22.0	13.02648990198701	66.85784944048203	5.1324531737658505	697.7187861095908	0.024478330658105937	NA	NA	NA	NA	11632.506000000001	2124.212	6.888	7348680.43	192960.75	234031.33	54.79	591710.92	14.88	127.05	2724.16
135	136	Tolay_CordA_D2	Tolay_CordA_D2	151.0	Tolay	Cord	SF_Rest	Poly	Restored	d2	151.0	s151_Tolay_CordA_D2	135	25.34747986	0.6398998570265737	66.3358507589666	1.850363592	0.04584996400000001	0.0024778894374182007	6.9	547.55	1056.9	1.41	0.151	0.09	0.2	6.76	17.6	17.763021865718017	65.902737305618	3.71010843784457	171.19116632160112	0.02958579881656805	47710.0	270.0	51.0	122.0	11632.506000000001	2124.212	6.888	7348680.43	192960.75	234031.33	54.79	591710.92	14.88	127.05	2724.16
136	137	Tolay_CordB_D1	NA	67.0	Tolay	Cord	SF_Rest	Poly	Restored	d1	67.0	s067_Tolay_CordB_D1	136	29.12979454	0.5002860102481073	76.62608511395061	2.211227723	0.6176620270000001	0.027932990373420712	7.05	768.83	1360.9	1.6	0.183	0.08800000000000001	0.55	39.84	25.3	13.50985640212319	62.12570295411024	4.598546505967795	1016.028292671846	0.013805220883534136	NA	NA	NA	NA	11562.39	2118.3920000000003	5.655	7708580.3	156036.16	223730.52	17.77	488957.81	13.68	129.05	538.96
137	138	Tolay_CordB_D2	Tolay_CordB_D2	152.0	Tolay	Cord	SF_Rest	Poly	Restored	d2	152.0	s152_Tolay_CordB_D2	137	29.12979454	0.664937102228497	60.16097591591163	2.211227723	0.6176620270000001	0.027932990373420712	6.91	472.45	921.6	1.45	0.154	0.099	0.37	8.53	23.1	17.79561916727848	61.21400500719459	3.439835637736687	199.00749480959374	0.04337631887456038	48940.0	309.0	50.0	120.0	11562.39	2118.3920000000003	5.655	7708580.3	156036.16	223730.52	17.77	488957.81	13.68	129.05	538.96
138	139	Tolay_CordC_D1	NA	68.0	Tolay	Cord	SF_Rest	Poly	Restored	d1	68.0	s068_Tolay_CordC_D1	138	28.00479011	0.5180176663075339	74.85291950800794	1.657167157	0.0066647880000000005	0.00040217958531506184	7.02	736.33	1436.6	1.54	0.17800000000000002	0.081	0.17	20.42	18.8	13.692799390820584	66.53947872886069	4.859450345374051	562.7117041126704	0.00832517140058766	NA	NA	NA	NA	12888.823999999999	2163.952	5.602	8259069.38	197738.82	253428.03	783.02	635682.72	15.91	142.54	456.44
139	140	Tolay_CordC_D2	Tolay_CordC_D2	153.0	Tolay	Cord	SF_Rest	Poly	Restored	d2	153.0	s153_Tolay_CordC_D2	139	28.00479011	0.6522716336146208	61.427522777299245	1.657167157	0.0066647880000000005	0.00040217958531506184	6.81	443.56	886.7	1.87	0.182	0.08199999999999999	NA	7.66	27.8	18.261625561184303	89.62912046071591	4.908058166038932	NA	NA	47560.0	323.0	52.0	121.0	12888.823999999999	2163.952	5.602	8259069.38	197738.82	253428.03	783.02	635682.72	15.91	142.54	456.44
140	141	China_Bullhead_CordA_D1	NA	69.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	69.0	s069_China_Bullhead_CordA_D1	140	24.97284088	0.5113912399747668	77.35113730271597	0.483647676	1.705024998	0.35253451688249193	7.15	786.88	1596.0	2.39	0.23600000000000002	0.061	0.34	12.58	10.3	13.19365793220621	112.87546524975056	8.55528207793059	468.864443656392	0.02702702702702703	NA	NA	NA	NA	9645.535	1266.0585	12.28	6095911.29	176404.0	213072.87	1978.66	515041.84	148.12	99.85	58.97
141	142	China_Bullhead_CordA_D2	China_Bullhead_CordA_D2	154.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	154.0	s154_China_Bullhead_CordA_D2	141	24.97284088	0.5627873444948438	72.21152685070827	0.483647676	1.705024998	0.35253451688249193	7.06	576.44	1462.9	2.6	0.212	0.05	0.38	19.73	11.1	18.757911379977163	175.87434851386232	9.376009138288	890.3416434639823	0.01926001013684744	47140.0	373.0	60.0	132.0	9645.535	1266.0585	12.28	6095911.29	176404.0	213072.87	1978.66	515041.84	148.12	99.85	58.97
142	143	China_Bullhead_CordB_D1	NA	70.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	70.0	s070_China_Bullhead_CordB_D1	142	20.28476003	0.5374380515154774	69.23973066435096	0.6896058409999999	1.797594063	0.2606697849880886	7.29	546.77	1276.1	2.19	0.214	0.057	0.26	16.14	14.3	13.950576457561876	115.81991361719594	8.30215969709381	636.9181324124905	0.0161090458488228	NA	NA	NA	NA	11402.776000000002	1679.37	9.169	7463149.32	206130.31	255904.71	2544.84	650939.34	240.08	114.59	123.62
143	144	China_Bullhead_CordB_D2	China_Bullhead_CordB_D2	155.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	155.0	s155_China_Bullhead_CordB_D2	143	20.28476003	0.5866314658418368	64.32038923171501	0.6896058409999999	1.797594063	0.2606697849880886	7.04	466.67	1376.3	2.34	0.193	0.049	0.27	14.95	13.3	18.61055690314966	162.0961737454952	8.709904522957181	687.5957647998158	0.018060200668896322	44950.0	374.0	58.0	128.0	11402.776000000002	1679.37	9.169	7463149.32	206130.31	255904.71	2544.84	650939.34	240.08	114.59	123.62
144	145	China_Bullhead_CordC_D1	NA	71.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	71.0	s071_China_Bullhead_CordC_D1	144	18.07462544	0.5329776038731993	71.52135059001009	0.48348597	2.110978239	0.43661623500677804	7.2	631.62	1575.1	2.22	0.218	0.054000000000000006	0.27	13.47	11.2	13.106162623100081	117.00123652084356	8.927192488411878	563.258291489176	0.0200445434298441	NA	NA	NA	NA	11725.18	1857.096	11.58	7512607.13	231716.12	210408.99	4450.29	757020.56	1008.47	130.45	73.84
145	146	China_Bullhead_CordC_D2	China_Bullhead_CordC_D2	156.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	156.0	s156_China_Bullhead_CordC_D2	145	18.07462544	0.5254884572145594	72.27026525587408	0.48348597	2.110978239	0.43661623500677804	7.03	590.88	1403.0	2.6	0.205	0.05	0.35	17.0	12.5	21.161918647743637	191.86292565148614	9.066423930891697	768.1465695723567	0.020588235294117647	48560.0	388.0	60.0	128.0	11725.18	1857.096	11.58	7512607.13	231716.12	210408.99	4450.29	757020.56	1008.47	130.45	73.84
146	147	China_Galinas_CordA_D1	NA	72.0	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	72.0	s072_China_Galinas_CordA_D1	146	30.72885644	0.5147870540234146	78.8471310592825	0.930590017	-0.06445833200000001	-0.006926609013902629	7.04	662.31	1502.7	3.1	0.33399999999999996	0.07	0.3	14.69	15.5	11.906219199266943	125.62453465275878	10.55116931330253	474.0435190567981	0.02042205582028591	NA	NA	NA	NA	13175.473999999998	1901.394	7.381	8608200.09	203630.08	276394.59	1103.05	672088.03	62.3	139.56	108.36
