Domain	Phylum	Class	Order	Family	Genus	Phylum_r	Class_r	Order_r	Family_r	Genus_r
Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	HydrogenedensaceaeFA	-0.2	-0.2	-0.2	-0.2	-0.2
Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Cand. Latescibacter	-0.14	-0.14	-0.14	-0.14	0.18
Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	LatescibacteraceaeFA	-0.14	-0.14	-0.14	-0.14	-0.19
Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	0.1	0.1	0.01	0.01	0.01
Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	RokubacterialesOR	RokubacterialesOR	0.1	0.1	0.11	0.17	0.17
Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65	WX65FA	0.1	0.1	0.11	-0.25	-0.25
Bacteria	Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	ModuliflexaceaeFA	-0.26	-0.26	-0.26	-0.26	-0.26
Bacteria	Myxococcota	bacteriap25	bacteriap25CL	bacteriap25CL	bacteriap25CL	0.3	0.38	0.38	0.38	0.38
Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	27F-1492RFA	0.3	0.23	0.23	0.21	0.21
Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	0.3	0.23	0.23	0.14	0.14
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	0.3	0.23	0.23	0.14	0.15
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	MyxococcaceaeFA	0.3	0.23	0.23	0.14	0.04
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	0.3	0.23	0.23	0.14	0.08
Bacteria	Myxococcota	Myxococcia	Myxococcales	MyxococcalesOR	MyxococcalesOR	0.3	0.23	0.23	0.13	0.13
Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter	0.3	0.23	0.23	0.35	0.35
Bacteria	Myxococcota	Polyangia	Blfdi19	Blfdi19OR	Blfdi19OR	0.3	-0.22	0.06	0.06	0.06
Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0.3	-0.22	-0.03	-0.03	-0.03
Bacteria	Myxococcota	Polyangia	MidBa8	MidBa8OR	MidBa8OR	0.3	-0.22	-0.01	-0.01	-0.01
Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27OR	mle1-27OR	0.3	-0.22	0.03	0.03	0.03
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Enhygromyxa	0.3	-0.22	-0.17	-0.17	-0.19
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NannocystaceaeFA	0.3	-0.22	-0.17	-0.17	-0.18
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	0.3	-0.22	-0.17	-0.17	0.11
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Pseudenhygromyxa	0.3	-0.22	-0.17	-0.17	0.07
Bacteria	Myxococcota	Polyangia	PolyangiaCL	PolyangiaCL	PolyangiaCL	0.3	-0.22	-0.23	-0.23	-0.23
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41FA	0.3	-0.22	-0.25	0.09	0.09
Bacteria	Myxococcota	Polyangia	Polyangiales	Eel-36e1D6	Eel-36e1D6FA	0.3	-0.22	-0.25	-0.22	-0.22
Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	0.3	-0.22	-0.25	-0.42	-0.42
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter	0.3	-0.22	-0.25	-0.08	0.05
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	0.3	-0.22	-0.25	-0.08	-0.23
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0.3	-0.22	-0.25	-0.08	0
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	PolyangiaceaeFA	0.3	-0.22	-0.25	-0.08	-0.17
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	0.3	-0.22	-0.25	-0.08	-0.2
Bacteria	Myxococcota	Polyangia	Polyangiales	PolyangialesOR	PolyangialesOR	0.3	-0.22	-0.25	0.13	0.13
Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	SandaracinaceaeFA	0.3	-0.22	-0.25	-0.29	-0.28
Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	0.3	-0.22	-0.25	-0.29	-0.14
Bacteria	Myxococcota	Polyangia	PS-B29	PS-B29OR	PS-B29OR	0.3	-0.22	-0.11	-0.11	-0.11
Bacteria	Myxococcota	Polyangia	UASB-TL25	UASB-TL25OR	UASB-TL25OR	0.3	-0.22	-0.09	-0.09	-0.09
Bacteria	Myxococcota	Polyangia	VHS-B4-70	VHS-B4-70OR	VHS-B4-70OR	0.3	-0.22	-0.11	-0.11	-0.11
Bacteria	Nitrospinota	P9X2b3D02	P9X2b3D02CL	P9X2b3D02CL	P9X2b3D02CL	-0.34	-0.34	-0.34	-0.34	-0.34
Bacteria	Nitrospirota	4-29-1	4-29-1CL	4-29-1CL	4-29-1CL	-0.19	-0.31	-0.31	-0.31	-0.31
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	-0.19	-0.16	-0.16	-0.16	-0.16
Bacteria	Nitrospirota	Thermodesulfovibrionia	ThermodesulfovibrioniaCL	ThermodesulfovibrioniaCL	ThermodesulfovibrioniaCL	-0.19	-0.08	-0.08	-0.08	-0.08
Bacteria	Patescibacteria	ABY1	Cand. Falkowbacteria	Cand. FalkowbacteriaOR	Cand. FalkowbacteriaOR	-0.11	-0.08	0.04	0.04	0.04
Bacteria	Patescibacteria	ABY1	Cand. Magasanikbacteria	Cand. MagasanikbacteriaOR	Cand. MagasanikbacteriaOR	-0.11	-0.08	-0.02	-0.02	-0.02
Bacteria	Patescibacteria	ABY1	Cand. Uhrbacteria	Cand. UhrbacteriaOR	Cand. UhrbacteriaOR	-0.11	-0.08	-0.14	-0.14	-0.14
Bacteria	Patescibacteria	Gracilibacteria	Cand. Peregrinibacteria	Cand. PeregrinibacteriaOR	Cand. PeregrinibacteriaOR	-0.11	0.01	-0.2	-0.2	-0.2
Bacteria	Patescibacteria	Gracilibacteria	GracilibacteriaCL	GracilibacteriaCL	GracilibacteriaCL	-0.11	0.01	0.03	0.03	0.03
Bacteria	Patescibacteria	Microgenomatia	Cand. Amesbacteria	Cand. AmesbacteriaOR	Cand. AmesbacteriaOR	-0.11	-0.04	0	0	0
Bacteria	Patescibacteria	Microgenomatia	Cand. Woesebacteria	Cand. WoesebacteriaOR	Cand. WoesebacteriaOR	-0.11	-0.04	-0.04	-0.04	-0.04
Bacteria	Patescibacteria	Parcubacteria	Cand. Moranbacteria	Cand. MoranbacteriaOR	Cand. MoranbacteriaOR	-0.11	-0.17	-0.02	-0.02	-0.02
Bacteria	Patescibacteria	Parcubacteria	Cand. Yanofskybacteria	Cand. YanofskybacteriaOR	Cand. YanofskybacteriaOR	-0.11	-0.17	-0.17	-0.17	-0.17
Bacteria	Patescibacteria	Parcubacteria	ParcubacteriaCL	ParcubacteriaCL	ParcubacteriaCL	-0.11	-0.17	-0.11	-0.11	-0.11
Bacteria	Patescibacteria	WWE3	WWE3CL	WWE3CL	WWE3CL	-0.11	-0.18	-0.18	-0.18	-0.18
Bacteria	Planctomycetota	BD7-11	BD7-11CL	BD7-11CL	BD7-11CL	-0.2	0.01	0.01	0.01	0.01
Bacteria	Planctomycetota	Brocadiae	Brocadiales	Scalinduaceae	Cand. Scalindua	-0.2	-0.16	-0.16	-0.16	-0.16
Bacteria	Planctomycetota	OM190	OM190CL	OM190CL	OM190CL	-0.2	-0.43	-0.43	-0.43	-0.43
Bacteria	Planctomycetota	Phycisphaerae	Amsterdam-1B-07	Amsterdam-1B-07OR	Amsterdam-1B-07OR	-0.2	-0.02	-0.26	-0.26	-0.26
Bacteria	Planctomycetota	Phycisphaerae	CCM11a	CCM11aOR	CCM11aOR	-0.2	-0.02	-0.14	-0.14	-0.14
Bacteria	Planctomycetota	Phycisphaerae	DG-20	DG-20OR	DG-20OR	-0.2	-0.02	0.24	0.24	0.24
Bacteria	Planctomycetota	Phycisphaerae	mle1-8	mle1-8OR	mle1-8OR	-0.2	-0.02	-0.1	-0.1	-0.1
Bacteria	Planctomycetota	Phycisphaerae	MSBL9	4572-13	4572-13FA	-0.2	-0.02	0.05	0.04	0.04
Bacteria	Planctomycetota	Phycisphaerae	MSBL9	GWC2-45-44	GWC2-45-44FA	-0.2	-0.02	0.05	0.3	0.3
Bacteria	Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	KCLunmb-38-53FA	-0.2	-0.02	0.05	0.33	0.33
Bacteria	Planctomycetota	Phycisphaerae	MSBL9	MSBL9OR	MSBL9OR	-0.2	-0.02	0.05	0.26	0.26
Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4FA	-0.2	-0.02	0.05	-0.13	-0.13
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	AKAU3564 sediment groupFA	-0.2	-0.02	-0.07	0.04	0.04
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	-0.2	-0.02	-0.07	-0.1	-0.14
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	-0.2	-0.02	-0.07	-0.1	-0.2
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	-0.2	-0.02	-0.07	-0.1	-0.04
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	PhycisphaeraceaeFA	-0.2	-0.02	-0.07	-0.1	-0.05
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	-0.2	-0.02	-0.07	-0.1	-0.12
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	-0.2	-0.02	-0.07	-0.1	0.1
Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	Pla1 lineageOR	Pla1 lineageOR	-0.2	-0.02	0.22	0.22	0.22
Bacteria	Planctomycetota	Phycisphaerae	S-70	S-70OR	S-70OR	-0.2	-0.02	-0.28	-0.28	-0.28
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	WD2101 soil groupFA	-0.2	-0.02	0.46	0.46	0.46
Bacteria	Planctomycetota	Pla3 lineage	Pla3 lineageCL	Pla3 lineageCL	Pla3 lineageCL	-0.2	0.03	0.03	0.03	0.03
Bacteria	Planctomycetota	Pla4 lineage	Pla4 lineageCL	Pla4 lineageCL	Pla4 lineageCL	-0.2	-0.19	-0.19	-0.19	-0.19
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	-0.2	-0.15	0.1	0.1	0.47
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	GemmataceaeFA	-0.2	-0.15	0.1	0.1	0.05
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	-0.2	-0.15	0.1	0.1	0.2
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	-0.2	-0.15	0.25	0.25	0.25
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	-0.2	-0.15	-0.16	-0.16	-0.05
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	-0.2	-0.15	-0.16	-0.16	-0.3
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Cand. Anammoximicrobium	-0.2	-0.15	-0.16	-0.16	0.25
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2 lineage	-0.2	-0.15	-0.16	-0.16	0.06
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir3 lineage	-0.2	-0.15	-0.16	-0.16	0.57
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	-0.2	-0.15	-0.16	-0.16	-0.07
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	-0.2	-0.15	-0.16	-0.16	-0.21
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	PirellulaceaeFA	-0.2	-0.15	-0.16	-0.16	-0.04
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	-0.2	-0.15	-0.16	-0.16	-0.34
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	-0.2	-0.15	-0.16	-0.16	-0.29
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	-0.2	-0.15	-0.18	-0.28	-0.24
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	GimesiaceaeFA	-0.2	-0.15	-0.18	-0.28	-0.27
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	PlanctomycetalesOR	PlanctomycetalesOR	-0.2	-0.15	-0.18	0.08	0.08
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	-0.2	-0.15	-0.18	-0.03	0.03
