Alpha_Index	Index_EW_ d1_d2	Indx_Site_hyd_EW	Ind_site_EW	Sample	SPID	Add_Date	MG_plate	Annot_group	taxon_oid	GOLD_Analysis_Project_ID	GOLD_Sequencing_Project_ID	Location	Site	Plant	EWcoastGroup	SALTgroup	LU	Depth	Date.y	Salinity.x	Core_Weight_oz	Temp	Conductivity	CO2_uM_m2_s	CH4_uM_m2_s	CO2_mg_m2_h	CH4_ug_m2_h	CH4_ppm_s	CO2_ppm_s	D1_Read_count	iTag_name.x	latitude	longitude	Part_DM	pH	Cl	SO4	OM_LOI	Corg_LOI	N	C	NO3_N	NH4_N	Olsen_P	P	Zn	Mn	Fe	Cu	pwSampNO	PW_LABEL	Salinity.y	DOC_mg_L	NO2_pw	NO3_pw	PO4_pw	SO4_pw	Cl_pw	Br_pw	F_pw	Na_pw	Mg_pw	Ca_pw	K_pw	Sr_pw	Fe_pw	Mn_pw	Al_pw	Si_pw	Co_pw	Cu_pw	Zn_pw
81	40	80	80	RushMan_ThreeSqA_D1	1072571	3_16_2017	2	c	3300014304	Ga0075340	Gp0116106	RushRanch	Rush_man	ThreeSq	SF_Rest	Meso	Restored	d1	9/20/17	10.69236377	12.6	21.5	16839	20.4002877	0.009756796	3.337470381	2.189804575	0.000239478	0.500718905	181576	s040_RushMan_ThreeSqA_D1	38.209766	-122.033424	28.2	6.58	226.06	415.9	17.45	10.12	0.776	10.41	0.42	30.15	32.2	0.162	NA	NA	NA	NA	s040	W56	10.69	14.83	NA	1.004	NA	554.447	3848.8905	12.5315	0.399	1909814.27	227325.69	129093.71	48827.3	2092.92	26.09	12.15	20.39	6526.29	0.49	23.44	52.35
82	124	81	81	RushMan_ThreeSqA_D2	1048046	3_21_2015	1	b	3300004067	Ga0055485	Gp0101370	RushRanch	Rush_man	ThreeSq	SF_Rest	Meso	Restored	d2	9/20/17	10.69236377	12.6	21.5	16839	20.4002877	0.009756796	3.337470381	2.189804575	0.000239478	0.500718905	181576	s124_RushMan_ThreeSqA_D2	38.209766	-122.033424	30.1	6.17	233.56	591.7	19.39	11.25	0.677	10.66	0.31	21.19	25.3	0.16	124	2561	44060	52	s124	W56	10.69	14.83	NA	1.004	NA	554.447	3848.8905	12.5315	0.399	1909814.27	227325.69	129093.71	48827.3	2092.92	26.09	12.15	20.39	6526.29	0.49	23.44	52.35
83	NA	82	82	RushMan_ThreeSqB_D1	1072572	3_16_2017	2	c	3300014298	Ga0075341	Gp0116107	RushRanch	Rush_man	ThreeSq	SF_Ref	Meso	Restored	d1	9/20/17	11.50069077	11.6	19.1	17100	43.15265525	0.014409341	7.0597391	3.234016645	0.000353673	1.059168901	NA	NA	38.209766	-122.033424	30.2	6.64	254.49	657.2	16.16	9.37	0.706	9.24	0.49	30.47	18.2	0.153	NA	NA	NA	NA	s040.5	W57	11.5	10.11	NA	1.4985	NA	544.8385	2369.507	7.021	0.374	1283900.32	131843.52	86651.63	30529.71	942.2	12.69	4.55	16.61	4503.5	0.26	15.29	36.51
84	125	83	83	RushMan_ThreeSqB_D2	1048049	3_22_2015	1	b	3300004071	Ga0055486	Gp0101371	RushRanch	Rush_man	ThreeSq	SF_Ref	Meso	Restored	d2	9/20/17	11.50069077	11.6	19.1	17100	43.15265525	0.014409341	7.0597391	3.234016645	0.000353673	1.059168901	NA	s125_RushMan_ThreeSqB_D2	38.209766	-122.033424	27.7	6.04	304.91	940.6	16.18	9.39	0.586	8.85	0.35	15.71	7.4	0.134	126	1224	50520	56	s125	W57	11.5	10.11	NA	1.4985	NA	544.8385	2369.507	7.021	0.374	1283900.32	131843.52	86651.63	30529.71	942.2	12.69	4.55	16.61	4503.5	0.26	15.29	36.51
85	126	84	84	RushMan_ThreeSqC_D2	1048052	3_20_2015	1	b	3300004061	Ga0055487	Gp0101372	RushRanch	Rush_man	ThreeSq	SF_Ref	Meso	Restored	d2	9/20/17	11.68654142	9.6	18.9	17278	33.03229064	0.010220885	5.404055729	2.293964275	0.000250869	0.810767606	145924	s126_RushMan_ThreeSqC_D2	38.209766	-122.033424	30.4	6.18	282.09	703.3	15.55	9.02	0.551	8.02	0.27	14.08	34.7	0.144	137	2093	48830	57	s126	W58	11.69	13.22	1.69	NA	NA	567.198	3580.044	10.286	0.268	1885203.29	206931.57	119685.61	42105.33	1526.62	13.27	189.38	24.57	4903.43	0.89	21.42	84.91
86	48	85	85	RushOxbow_ThreeSqA_D1	1072573	3_16_2017	2	c	3300014320	Ga0075342	Gp0116108	RushRanch	Rush_oxbow	ThreeSq	SF_Ref	Meso	Ref	d1	9/21/17	10.88056066	12.8	20.2	16643	44.66001808	0.018092464	7.306342427	4.060652814	0.000444074	1.096166667	156674	s048_RushOxbow_ThreeSqA_D1	38.198971	-122.026955	28.8	6.6	301.43	615.9	16.07	9.32	0.798	9.06	0.14	16.66	21	0.135	NA	NA	NA	NA	s048	W59	10.88	22.81	2.45	NA	NA	722.472	5999.156	18.424	0.576	2972442.74	386650.14	206356.25	87374.56	3328.1	89.69	7846.38	17.29	13887.69	1.92	38.76	56.26
87	133	86	86	RushOxbow_ThreeSqA_D2	1048055	3_21_2015	1	b	3300004070	Ga0055488	Gp0101373	RushRanch	Rush_oxbow	ThreeSq	SF_Ref	Meso	Ref	d2	9/21/17	10.88056066	12.8	20.2	16643	44.66001808	0.018092464	7.306342427	4.060652814	0.000444074	1.096166667	156674	s133_RushOxbow_ThreeSqA_D2	38.198971	-122.026955	37.8	6.37	238.47	527.8	13.03	7.56	0.505	6.73	0.19	28.57	11.2	0.095	135	529	40150	51	s133	W59	10.88	22.81	2.45	NA	NA	722.472	5999.156	18.424	0.576	2972442.74	386650.14	206356.25	87374.56	3328.1	89.69	7846.38	17.29	13887.69	1.92	38.76	56.26
88	49	87	87	RushOxbow_ThreeSqB_D1	1072574	3_16_2017	2	c	3300014317	Ga0075343	Gp0116109	RushRanch	Rush_oxbow	ThreeSq	SF_Ref	Meso	Ref	d1	9/21/17	10.64716148	12.4	19.1	15928	27.61494529	0.01547383	4.517782461	3.472929527	0.0003798	0.677800499	142824	s049_RushOxbow_ThreeSqB_D1	38.198971	-122.026955	27.7	6.61	257.65	512.3	20.09	11.65	0.893	11.45	0.19	27.01	16.8	0.139	NA	NA	NA	NA	s049	W60	10.65	12.45	4.0915	0.578	NA	593.163	3822.2305	13.1615	0.4185	1923049.91	247285.63	138386.95	59576.53	2314.4	14.45	105.51	16.71	15952.45	0.54	23.87	47.44
89	134	88	88	RushOxbow_ThreeSqB_D2	1048058	4_3_2015	1	b	3300004145	Ga0055489	Gp0101374	RushRanch	Rush_oxbow	ThreeSq	SF_Ref	Meso	Ref	d2	9/21/17	10.64716148	12.4	19.1	15928	27.61494529	0.01547383	4.517782461	3.472929527	0.0003798	0.677800499	142824	s134_RushOxbow_ThreeSqB_D2	38.198971	-122.026955	38.1	6.29	213.05	443.2	13.34	7.74	0.566	6.71	NA	28.58	7.8	0.11	141	754	44260	51	s134	W60	10.65	12.45	4.0915	0.578	NA	593.163	3822.2305	13.1615	0.4185	1923049.91	247285.63	138386.95	59576.53	2314.4	14.45	105.51	16.71	15952.45	0.54	23.87	47.44
90	50	89	89	RushOxbow_ThreeSqC_D1	1072575	3_16_2017	2	c	3300014296	Ga0075344	Gp0116110	RushRanch	Rush_oxbow	ThreeSq	SF_Ref	Meso	Ref	d1	9/21/17	11.39901378	12.6	18.1	16590	8.803010863	-0.000115774	1.440165377	-0.025984287	-2.84E-06	0.216067245	120177	s050_RushOxbow_ThreeSqC_D1	38.198971	-122.026955	30.3	6.86	268.03	507	16.16	9.37	0.781	8.73	NA	42.25	13.3	0.14	NA	NA	NA	NA	s050	W61	11.4	22.46	NA	0.856	NA	571.8495	4101.8545	14.1565	0.558	1900576.33	240175.85	130227.8	59206.06	2116.04	54.17	87.02	20.55	15423	0.87	21.41	29.8
91	135	90	90	RushOxbow_ThreeSqC_D2	1048061	3_19_2015	1	b	3300004052	Ga0055490	Gp0101375	RushRanch	Rush_oxbow	ThreeSq	SF_Ref	Meso	Ref	d2	9/21/17	11.39901378	12.6	18.1	16590	8.803010863	-0.000115774	1.440165377	-0.025984287	-2.84E-06	0.216067245	120177	s135_RushOxbow_ThreeSqC_D2	38.198971	-122.026955	35.4	6.57	231.25	451.3	12.98	7.53	0.56	6.52	NA	31.34	17.7	0.121	139	1912	48560	48	s135	W61	11.4	22.46	NA	0.856	NA	571.8495	4101.8545	14.1565	0.558	1900576.33	240175.85	130227.8	59206.06	2116.04	54.17	87.02	20.55	15423	0.87	21.41	29.8
27	51	91	91	Joice_CattailNLA_D1	1072535	3_16_2017	2	c	3300014307	Ga0075304	Gp0116070	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d1	9/25/17	15.22993672	9	17.1	21167	136.8936375	0.046583787	22.39568711	10.45521409	0.001143385	3.360013021	123796	s051_Joice_CattailNLA_D1	38.197102	-122.010033	15.1	6.93	355.59	637.5	33.8	19.6	1.368	19.19	NA	158.57	22.9	0.14	NA	NA	NA	NA	s051	W68	15.23	36.95	NA	NA	NA	420.184	3860.8835	12.256	0.57	1848404.28	234300.34	142634.91	38374.1	2230.46	224.91	2960.88	19.11	17517	0.8	20.22	19.89
28	136	92	92	Joice_CattailNLA_D2	1047959	2_22_2015	1	a	3300004014	Ga0055456	Gp0101341	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d2	9/25/17	15.22993672	9	17.1	21167	136.8936375	0.046583787	22.39568711	10.45521409	0.001143385	3.360013021	123796	s136_Joice_CattailNLA_D2	38.197102	-122.010033	18	6.53	339.57	788.5	43.74	25.37	1.262	23.73	0.74	53.72	7.8	0.07	59	384	21930	31	s136	W68	15.23	36.95	NA	NA	NA	420.184	3860.8835	12.256	0.57	1848404.28	234300.34	142634.91	38374.1	2230.46	224.91	2960.88	19.11	17517	0.8	20.22	19.89
29	52	93	93	Joice_CattailNLB_D1	1072536	3_16_2017	2	c	3300014295	Ga0075305	Gp0116071	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d1	9/25/17	13.63677096	8.4	16.4	18826	100.5759444	0.082661517	16.45414224	18.55246027	0.002028902	2.468606205	150511	s052_Joice_CattailNLB_D1	38.197102	-122.010033	15	7.11	296.92	485.9	33.13	19.21	1.361	18.42	1.87	122.86	26.7	0.133	NA	NA	NA	NA	s052	W69	13.64	89.31	NA	NA	NA	339.7945	6565.8375	23.9475	0.5195	3843580.62	427702.91	194368.71	77963.13	3515.26	144.68	1479.19	22.22	20649.98	1.9	41.82	21.18
30	137	94	94	Joice_CattailNLB_D2	1047965	2_21_2015	1	a	3300004000	Ga0055458	Gp0101343	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d2	9/25/17	13.63677096	8.4	16.4	18826	100.5759444	0.082661517	16.45414224	18.55246027	0.002028902	2.468606205	150511	s137_Joice_CattailNLB_D2	38.197102	-122.010033	17.5	6.57	261.58	580	46.54	26.99	1.35	23.89	0.38	65.2	17.9	0.078	61	369	21250	31	s137	W69	13.64	89.31	NA	NA	NA	339.7945	6565.8375	23.9475	0.5195	3843580.62	427702.91	194368.71	77963.13	3515.26	144.68	1479.19	22.22	20649.98	1.9	41.82	21.18
31	53	95	95	Joice_CattailNLC_D1	1072537	3_16_2017	2	c	3300014297	Ga0075306	Gp0116072	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d1	9/25/17	14.36576782	9.8	16.8	19928	70.14985294	0.156081161	11.47645856	35.03068455	0.003830965	1.721806971	131287	s053_Joice_CattailNLC_D1	38.197102	-122.010033	14.9	6.7	357.85	656.1	33.76	19.58	1.42	19.53	1.02	37.87	14.6	0.109	NA	NA	NA	NA	s053	W70	14.37	38.1	0.136	NA	NA	527.93	4497.852	13.446	0.454	2596609.45	267456.08	140893.57	53123.81	3275.52	205.69	4742.74	28.6	13535.28	0.92	45.61	34.38
32	138	96	96	Joice_CattailNLC_D2	1047968	2_24_2015	1	a	3300004027	Ga0055459	Gp0101344	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d2	9/25/17	14.36576782	9.8	16.8	19928	70.14985294	0.156081161	11.47645856	35.03068455	0.003830965	1.721806971	131287	s138_Joice_CattailNLC_D2	38.197102	-122.010033	18.4	6.45	267.07	681.7	46.46	26.95	1.269	24.01	0.86	42.23	16.3	0.08	70	436	21970	34	s138	W70	14.37	38.1	0.136	NA	NA	527.93	4497.852	13.446	0.454	2596609.45	267456.08	140893.57	53123.81	3275.52	205.69	4742.74	28.6	13535.28	0.92	45.61	34.38
33	54	97	97	Joice_ThreeSqA_D1	1047962	4_12_2015	1	b	3300004266	Ga0055457	Gp0101342	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	13.82762154	9.8	18.2	19856	23.05867454	0.258585701	3.772380293	58.03669104	0.006346908	0.565968208	145498	s054_Joice_ThreeSqA_D1	38.197227	-122.010124	15.4	6.53	360.56	624.7	42.29	24.53	1.56	23.95	1.05	42.21	17.6	0.127	NA	NA	NA	NA	s054	W71	13.83	31.4	NA	NA	5.5505	489.3505	4253.4355	13.2195	0.498	2103762.43	215005.48	121421.57	59025.3	2050.19	281.19	25392.28	22.2	14472.72	2.28	27.56	27.76
34	54	98	98	Joice_ThreeSqA_D1_rd	1072538	3_16_2017	2	c	3300014260	Ga0075307	Gp0116073	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	13.82762154	9.8	18.2	19856	23.05867454	0.258585701	3.772380293	58.03669104	0.006346908	0.565968208	145498	s054_Joice_ThreeSqA_D1	38.197227	-122.010124	15.4	6.53	360.56	624.7	42.29	24.53	1.56	23.95	1.05	42.21	17.6	0.127	NA	NA	NA	NA	s054	W71	13.83	31.4	NA	NA	5.5505	489.3505	4253.4355	13.2195	0.498	2103762.43	215005.48	121421.57	59025.3	2050.19	281.19	25392.28	22.2	14472.72	2.28	27.56	27.76
35	139	99	99	Joice_ThreeSqA_D2	1047971	2_22_2015	1	a	3300004011	Ga0055460	Gp0101345	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	9/25/17	13.82762154	9.8	18.2	19856	23.05867454	0.258585701	3.772380293	58.03669104	0.006346908	0.565968208	145498	s139_Joice_ThreeSqA_D2	38.197227	-122.010124	17.4	6.29	230.38	680.8	52.07	30.2	0.992	21.24	2.63	55.41	13.6	0.088	53	579	16730	27	s139	W71	13.83	31.4	NA	NA	5.5505	489.3505	4253.4355	13.2195	0.498	2103762.43	215005.48	121421.57	59025.3	2050.19	281.19	25392.28	22.2	14472.72	2.28	27.56	27.76
36	139	100	100	Joice_ThreeSqA_D2_rd	1072539	3_16_2017	2	c	3300014264	Ga0075308	Gp0116074	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	9/25/17	13.82762154	9.8	18.2	19856	23.05867454	0.258585701	3.772380293	58.03669104	0.006346908	0.565968208	145498	s139_Joice_ThreeSqA_D2	38.197227	-122.010124	17.4	6.29	230.38	680.8	52.07	30.2	0.992	21.24	2.63	55.41	13.6	0.088	53	579	16730	27	s139	W71	13.83	31.4	NA	NA	5.5505	489.3505	4253.4355	13.2195	0.498	2103762.43	215005.48	121421.57	59025.3	2050.19	281.19	25392.28	22.2	14472.72	2.28	27.56	27.76
37	55	101	101	Joice_ThreeSqB_D1	1047974	2_21_2015	1	a	3300003991	Ga0055461	Gp0101346	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	12.46367242	9.8	17.6	17810	40.00783456	0.002374313	6.545249008	0.53288824	5.83E-05	0.981980226	165612	s055_Joice_ThreeSqB_D1	38.197227	-122.010124	14.6	6.78	325.35	569.9	37.25	21.6	1.49	21.02	2.21	100.24	20.7	0.123	NA	NA	NA	NA	s055	W72	12.46	29.84	1.947	6.648	NA	646.0055	5187.495	17.0945	0.507	3243472.76	292968.26	149080.46	79409.83	2563.81	54.58	10788.92	22.55	17927.59	1.32	36	32.11
38	56	102	102	Joice_ThreeSqC_D1	1047977	2_23_2015	1	a	3300004015	Ga0055462	Gp0101347	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	12.24863626	10.2	17.8	17606	38.77336764	0.008029881	6.343291229	1.802217626	0.000197091	0.951680608	156228	s056_Joice_ThreeSqC_D1	38.197227	-122.010124	14.8	6.62	384.48	645.9	38.26	22.19	1.562	21.4	4.8	66.9	20.5	0.123	NA	NA	NA	NA	s056	W73	12.25	18.97	6.1635	0.1005	NA	586.422	3076.63	8.7715	0.4245	1662642.8	142378.24	86173.05	39992.85	1029.88	221.55	6256.95	20.09	13122.9	0.82	20.24	31.13
39	141	103	103	Joice_ThreeSqC_D2	1047983	2_22_2015	1	a	3300004012	Ga0055464	Gp0101349	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	9/25/17	12.24863626	10.2	17.8	17606	38.77336764	0.008029881	6.343291229	1.802217626	0.000197091	0.951680608	156228	s141_Joice_ThreeSqC_D2	38.197227	-122.010124	16.4	6.31	299.13	657.3	50.93	29.54	1.336	26.7	2.16	77.81	15.4	0.081	59	342	18180	29	s141	W73	12.25	18.97	6.1635	0.1005	NA	586.422	3076.63	8.7715	0.4245	1662642.8	142378.24	86173.05	39992.85	1029.88	221.55	6256.95	20.09	13122.9	0.82	20.24	31.13
25	142	104	104	Goodyear_PhragA_D2	1047950	2_22_2015	1	a	3300004006	Ga0055453	Gp0101338	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	9/18/17	16	14	18.8	22955	19.76537063	0.000915524	3.233598468	0.205479239	2.25E-05	0.485135057	144527	s142_Goodyear_PhragA_D2	38.080353	-122.108833	45.1	6.21	345.35	889.1	9.71	5.63	0.358	4.89	0.14	4.29	17.8	0.098	119	326	40260	63	s142	W50	15.97	6.802	0.3055	NA	NA	1042.029	4987.896	15.167	NA	2763381.87	243561.72	119521.87	74826.34	2220.28	10.26	56.6	15.5	11017.22	0.35	37.61	51.43
26	144	105	105	Goodyear_PhragC_D2	1047956	2_21_2015	1	a	3300003990	Ga0055455	Gp0101340	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	9/18/17	18.9	13.6	17.9	26270	29.6402155	0.008668007	4.849115011	1.945438045	0.000212754	0.727510145	120853	s144_Goodyear_PhragC_D2	38.080353	-122.108833	48.7	6.08	348.24	752.6	9.43	5.47	0.369	4.92	0.33	9.17	67.1	0.129	124	318	41570	68	s144	W52	18.92	11.97	2.27	NA	NA	1006.52	6204.648	17.63	0.462	3341494.39	317386.59	139987.4	97398.66	2805.2	80.58	403.15	16.75	14257.77	0.58	44.5	48.81
130	145	107	107	White_CordA_D2	1048136	4_3_2015	1	b	3300004147	Ga0055515	Gp0101400	White	White	Cord	SF_Rest	Poly	Restored	d2	9/14/17	19.97586006	13.4	22.3	30333	11.73442459	0.010749806	1.919742264	2.412674682	0.000263851	0.28801791	178234	s145_White_CordA_D2	38.13147	-122.265465	37.6	6.64	550.44	1593.3	6.1	3.54	0.257	2.49	NA	14.41	8.7	0.085	121	521	51170	50	s145	W44	19.98	4.329	3.62	NA	NA	1243.236	6120.566	15.618	0.202	4152958.51	258346.62	117818.46	84890.92	2448.69	7.92	551.86	15.25	12419.23	19.49	56.11	111.64
131	146	108	108	White_CordB_D2	1048139	3_22_2015	1	b	3300004073	Ga0055516	Gp0101401	White	White	Cord	SF_Rest	Poly	Restored	d2	9/14/17	21.84992309	13.4	20.9	31955	4.680236805	0.00087668	0.765682913	0.196761199	2.15E-05	0.114875	160743	s146_White_CordB_D2	38.13147	-122.265465	39.4	6.97	469.56	1289.1	5.71	3.31	0.261	2.44	0.47	19.75	8.1	0.1	113	578	53090	48	s146	W45	21.85	5.707	2.93	NA	NA	1432.118	8939.202	25.716	0.342	5843914.03	446978.29	179104.4	143230.16	3946.55	53.69	788.54	14.9	19873.65	1.4	76.79	74.62
132	63	109	109	White_ThreeSqA_D1	1048145	3_23_2015	1	b	3300004074	Ga0055518	Gp0101403	White	White	ThreeSq	SF_Rest	Poly	Restored	d1	9/17/17	21.5	13	20.7	31345	4.343075173	-0.000400936	0.710523546	-0.089985596	-9.84E-06	0.106599469	157835	s063_White_ThreeSqA_D1	38.131752	-122.266335	32.1	6.63	579.27	1080.1	8.56	4.96	0.363	4.41	0.28	21	18.6	0.078	NA	NA	NA	NA	s063	W47	21.49	8.599	4.4	NA	NA	1563.594	10575.312	33.758	0.33	6596228.75	635628.29	247188.98	195228.97	5673.12	22.54	854.15	15.23	13001.4	5.24	91.7	153.19
133	148	110	110	White_ThreeSqA_D2	1048154	4_3_2015	1	b	3300004148	Ga0055521	Gp0101406	White	White	ThreeSq	SF_Rest	Poly	Restored	d2	9/17/17	21.5	13	20.7	31345	4.343075173	-0.000400936	0.710523546	-0.089985596	-9.84E-06	0.106599469	157835	s148_White_ThreeSqA_D2	38.131752	-122.266335	39.1	6.34	524.44	1138.1	8.18	4.74	0.275	3.64	0.4	13.63	13.2	0.057	127	297	47670	58	s148	W47	21.49	8.599	4.4	NA	NA	1563.594	10575.312	33.758	0.33	6596228.75	635628.29	247188.98	195228.97	5673.12	22.54	854.15	15.23	13001.4	5.24	91.7	153.19
134	64	111	111	White_ThreeSqB_D1	1048148	3_23_2015	1	b	3300004075	Ga0055519	Gp0101404	White	White	ThreeSq	SF_Rest	Poly	Restored	d1	9/17/17	20.38545416	13.8	20.1	29499	6.772073849	0.019209485	1.107905743	4.311355646	0.000471491	0.166218509	131164	s064_White_ThreeSqB_D1	38.131752	-122.266335	37.2	6.66	499.83	984.3	8.24	4.78	0.343	4.44	NA	11.22	21	0.078	NA	NA	NA	NA	s064	W48	20.39	6.359	0.596	NA	NA	1299.446	9013.912	28.658	0.514	5663846.11	525304.96	208062.21	169865.76	4584.07	13.2	9.44	15.84	12385.42	0.78	73.49	77.14
135	149	112	112	White_ThreeSqB_D2	1048157	3_23_2015	1	b	3300004076	Ga0055522	Gp0101407	White	White	ThreeSq	SF_Rest	Poly	Restored	d2	9/17/17	20.38545416	13.8	20.1	29499	6.772073849	0.019209485	1.107905743	4.311355646	0.000471491	0.166218509	131164	s149_White_ThreeSqB_D2	38.131752	-122.266335	40.3	6.35	489.78	1076.3	7.48	4.34	0.281	3.7	0.43	11.9	8.3	0.058	133	305	47480	60	s149	W48	20.39	6.359	0.596	NA	NA	1299.446	9013.912	28.658	0.514	5663846.11	525304.96	208062.21	169865.76	4584.07	13.2	9.44	15.84	12385.42	0.78	73.49	77.14
136	65	113	113	White_ThreeSqC_D1	1048151	4_3_2015	1	b	3300004150	Ga0055520	Gp0101405	White	White	ThreeSq	SF_Rest	Poly	Restored	d1	9/17/17	21.03522434	13.8	20.7	30742	6.118447137	0.000134615	1.000972947	0.030212925	3.30E-06	0.150175439	148963	s065_White_ThreeSqC_D1	38.131752	-122.266335	36.3	6.58	570.24	1007.1	8.25	4.78	0.348	4.26	0.16	11.09	17.7	0.087	NA	NA	NA	NA	s065	W49	21.04	11.07	NA	9.1365	NA	1629.863	11794.1475	46.01	0.5885	6990584.43	660953.38	249845.61	207439.61	5710.88	15.79	5.86	16.89	13282.24	0.97	103.62	91.22
137	150	114	114	White_ThreeSqC_D2	1048160	3_23_2015	1	b	3300004077	Ga0055523	Gp0101408	White	White	ThreeSq	SF_Rest	Poly	Restored	d2	9/17/17	21.03522434	13.8	20.7	30742	6.118447137	0.000134615	1.000972947	0.030212925	3.30E-06	0.150175439	148963	s150_White_ThreeSqC_D2	38.131752	-122.266335	40.7	6.31	475.34	933.9	9.25	5.37	0.297	4.53	NA	20.49	13.7	0.079	123	342	37810	54	s150	W49	21.04	11.07	NA	9.1365	NA	1629.863	11794.1475	46.01	0.5885	6990584.43	660953.38	249845.61	207439.61	5710.88	15.79	5.86	16.89	13282.24	0.97	103.62	91.22
116	151	115	115	Tolay_CordA_D2	1048109	5_19_2015	1	b	3300005182	Ga0069000	Gp0101391	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d2	9/13/17	25.34747986	14.2	23.2	38330	11.31034746	0.000204287	1.850363592	0.045849964	5.01E-06	0.277609065	153008	s151_Tolay_CordA_D2	38.15012	-122.438774	49.1	6.9	547.55	1056.9	3.96	2.3	0.151	1.41	0.2	6.76	17.6	0.09	122	270	47710	51	s151	W41	25.35	6.888	1.196	NA	NA	2124.212	11632.506	35.564	NA	7348680.43	591710.92	234031.33	192960.75	5681.26	14.88	54.79	15.89	7867.03	0.83	127.05	2724.16
117	152	116	116	Tolay_CordB_D2	1048112	5_21_2015	1	b	3300005215	Ga0069001	Gp0101392	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d2	9/13/17	29.12979454	13.8	23.6	43789	13.51612946	0.002752027	2.211227723	0.617662027	6.75E-05	0.331749319	143091	s152_Tolay_CordB_D2	38.15012	-122.438774	52.5	6.91	472.45	921.6	4.05	2.35	0.154	1.45	0.37	8.53	23.1	0.099	120	309	48940	50	s152	W42	29.13	5.655	0.456	NA	NA	2118.392	11562.39	30.896	0.41	7708580.3	488957.81	223730.52	156036.16	5301.61	13.68	17.77	15.84	6489.77	0.71	129.05	538.96
118	153	117	117	Tolay_CordC_D2	1048115	5_21_2015	1	b	3300005214	Ga0069002	Gp0101393	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d2	9/13/17	28.00479011	13.8	24.5	43038	10.12943424	2.97E-05	1.657167157	0.006664788	7.29E-07	0.248623907	167701	s153_Tolay_CordC_D2	38.15012	-122.438774	51.5	6.81	443.56	886.7	4.92	2.85	0.182	1.87	NA	7.66	27.8	0.082	121	323	47560	52	s153	W43	28	5.602	2.348	NA	NA	2163.952	12888.824	37.966	NA	8259069.38	635682.72	253428.03	197738.82	6038.14	15.91	783.02	16.57	7260.41	6.47	142.54	456.44
16	157	118	118	China_Galinas_CordA_D2	1047923	2_24_2015	1	a	3300004030	Ga0055444	Gp0101329	ChinaCamp	China_Galinas	Cord	SF_Ref	Poly	Ref	d2	9/11/17	30.72885644	14.2	23.4	45751	5.688231477	-0.000287198	0.930590017	-0.064458332	-7.05E-06	0.139615925	124194	s157_China_Galinas_CordA_D2	38.015896	-122.501663	42.4	6.38	686.2	1907.7	6.69	3.88	0.272	2.77	0.23	7.59	14.7	0.058	136	299	47020	54	s157	W29	30.73	7.381	1.586	NA	NA	1901.394	13175.474	38.618	NA	8608200.09	672088.03	276394.59	203630.08	7410.65	62.3	1103.05	22.45	10618.07	3.09	139.56	108.36
17	158	119	119	China_Galinas_CordB_D2	1047929	2_22_2015	1	a	3300004008	Ga0055446	Gp0101331	ChinaCamp	China_Galinas	Cord	SF_Ref	Poly	Ref	d2	9/11/17	30.81435389	14.2	22.5	45033	3.184082927	0.014251234	0.520913362	3.198531375	0.000349792	0.078152355	160972	s158_China_Galinas_CordB_D2	38.015896	-122.501663	42	6.5	625.54	1614.4	7.47	4.33	0.283	2.96	0.34	7.82	18.4	0.058	137	301	49940	56	s158	W30	30.81	8.569	1.532	NA	NA	1732.124	11509.446	36.056	0.544	7338005.06	651909.55	251809.29	200320.03	6772.63	47.16	1237.93	14.93	12553.38	2.85	116.34	97.93
18	159	120	120	China_Galinas_CordC_D2	1047932	2_24_2015	1	a	3300004028	Ga0055447	Gp0101332	ChinaCamp	China_Galinas	Cord	SF_Ref	Poly	Ref	d2	9/11/17	29.14433041	12.6	23.4	43632	6.298809317	0.01147667	1.030480052	2.575811157	0.000281691	0.154602374	165756	s159_China_Galinas_CordC_D2	38.015896	-122.501663	40.1	6.74	657.32	1604.8	7.24	4.2	0.279	2.78	NA	7.54	14.7	0.06	134	341	49750	56	s159	W31	29.14	8.981	1.362	NA	NA	2200.058	12448.286	36.75	0.656	7940544.42	642138.31	248350.94	208054.68	6463.22	191.32	1800.65	20.18	11034.85	1.89	118.34	90.04
